IDs    | HEX          |NAMES
31097 | 79790000 | Oceanic Heist Avatar
31098 | 7a790000 | Gold Investigator Avatar
31099 | 7b790000 | Jungle Leopard Avatar
31100 | 7c790000 | Triumphant Return Avatar
31101 | 7d790000 | Sweet Princess Avatar
31102 | 7e790000 | Ocean Guardian Avatar
31103 | 7f790000 | 2024 PMWC Avatar
31104 | 80790000 | Seaside Idol Rumble Avatar
31105 | 81790000 | Festivity Avatar
31106 | 82790000 | Twilight Blood Dial Avatar
31107 | 83790000 | Wolf Spirit Avatar
31108 | 84790000 | 2024 Carnival Avatar
31109 | 85790000 | Ludo Avatar
31110 | 86790000 | Undead Zombie Avatar
31111 | 87790000 | Ghost Kitty Avatar
31112 | 88790000 | Arcade King Avatar
31113 | 89790000 | Indian Scout 101 Avatar
31114 | 8a790000 | Pumpkin Nightmare Avatar
31115 | 8b790000 | Cosmic Voyage Avatar
31116 | 8c790000 | Campus Ambassador Avatar
31117 | 8d790000 | Skadiwynn Sentinel Avatar
31118 | 8e790000 | Krampus Avatar
31119 | 8f790000 | Mistletoe Avatar
31120 | 90790000 | Nutcracker Collector Avatar
31122 | 92790000 | 2025 New Year Avatar
31123 | 93790000 | Ice Crystal World Avatar
31124 | 94790000 | Frost Warden Avatar
31125 | 95790000 | Warm Reunion Avatar
31126 | 96790000 | Guild Esports Avatar
31127 | 97790000 | London Esports Avatar
31128 | 98790000 | Chicken Extinguisher Avatar
31129 | 99790000 | Santa Ninong Avatar
31130 | 9a790000 | Snowy Legend Avatar
31131 | 9b790000 | 2024 PMGC Avatar
31132 | 9c790000 | Midnight Raven Avatar
31133 | 9d790000 | 2025 Valentine's Day Avatar
31134 | 9e790000 | Champion's Battle Avatar
31135 | 9f790000 | Sands of Time Avatar
31136 | a0790000 | I'm #1 Avatar
31137 | a1790000 | Romantic Arcade Avatar
31138 | a2790000 | Dodge 2025 Avatar
31139 | a3790000 | Chicken Dinner Bowl 2025 Avatar
31140 | a4790000 | Gridiron Gladiator Avatar
31141 | a5790000 | Flowers 'n' Revolvers Avatar
31142 | a6790000 | WOW Bronze Academy Avatar
31143 | a7790000 | WOW Silver Academy Avatar
31144 | a8790000 | WOW Gold Academy Avatar
31145 | a9790000 | WOW Diamond Academy Avatar
31146 | aa790000 | Spirited Rhythm Avatar
31147 | ab790000 | Empyrean Mystique Avatar
31148 | ac790000 | Happy Lantern Festival Avatar
31149 | ad790000 | PK Server 4th Anniversary Avatar
31150 | ae790000 | Elemental Clash Avatar
31151 | af790000 | Galactic Link Avatar
31152 | b0790000 | Spring Fable Avatar
31153 | b1790000 | 2025 MENA Gala Avatar
31154 | b2790000 | 7th Anniversary Avatar
31155 | b3790000 | Champion's Heart Avatar
31156 | b4790000 | 2025 PMGO Avatar
31157 | b5790000 | Find Four Avatar
31158 | b6790000 | April Fools Avatar
31159 | b7790000 | Labor Day Avatar
31160 | b8790000 | Slithering Serpent Avatar
31161 | b9790000 | Songkran Avatar
31162 | ba790000 | 2025 Rondo Avatar
31163 | bb790000 | WOW Skill Competition Avatar
31164 | bc790000 | Blazing Festivities Avatar
31165 | bd790000 | Voice Pack Creativity Contest Avatar
31166 | be790000 | Joker Card Avatar
31167 | bf790000 | Featherweight Boxer Avatar
31168 | c0790000 | Sunburst Bash Avatar
31169 | c1790000 | Summer Adventure Avatar
31170 | c2790000 | Nepal Server Celebration Avatar
31171 | c3790000 | 28 Years Later Avatar
31172 | c4790000 | Joe Hendry Avatar
31173 | c5790000 | Brighting Star Avatar
31174 | c6790000 | 2025 Dragon Boat Festival Avatar
31175 | c7790000 | 2025 Early Summer Jubilee Avatar
31176 | c8790000 | Steampunk Era Avatar
31177 | c9790000 | Cyber Future Avatar
31178 | ca790000 | Battle Buddies Avatar
31179 | cb790000 | Maasai Avatar
31180 | cc790000 | Lyrical Gold Avatar
31181 | cd790000 | Lil Hit the Hitmaker Avatar
31182 | ce790000 | 2025 PMWC Avatar
31183 | cf790000 | Victory Voyage Avatar
31184 | d0790000 | WOW Summer Graffiti Avatar
31185 | d1790000 | Hype Summer Avatar
31186 | d2790000 | Tibo Avatar
31187 | d3790000 | Intergalactic Transit Avatar
31188 | d4790000 | Intergalactic Boxer Avatar
31189 | d5790000 | Brilliant Summer Avatar
31190 | d6790000 | Cuddly Nailoong Avatar
31191 | d7790000 | Blossom Harmony Avatar
31192 | d8790000 | Joyful Celebration Avatar
31193 | d9790000 | 
31194 | da790000 | 
31195 | db790000 | 
31196 | dc790000 | 
31197 | dd790000 | 
31198 | de790000 | 
31199 | df790000 | 
31200 | e0790000 | 
31201 | e1790000 | 
31202 | e2790000 | 
31203 | e3790000 | 
31204 | e4790000 | 
31205 | e5790000 | 
31206 | e6790000 | 
31207 | e7790000 | 
31208 | e8790000 | 
31209 | e9790000 | 
31210 | ea790000 | 
31211 | eb790000 | 
31212 | ec790000 | 
31213 | ed790000 | 
31214 | ee790000 | 
31215 | ef790000 | 
31216 | f0790000 | 
31217 | f1790000 | 
31218 | f2790000 | 
31219 | f3790000 | 
31220 | f4790000 | 
31221 | f5790000 | 
31222 | f6790000 | 
31223 | f7790000 | 
31224 | f8790000 | 
31225 | f9790000 | 
31226 | fa790000 | 
31227 | fb790000 | 
31228 | fc790000 | 
31229 | fd790000 | 
31230 | fe790000 | 
31231 | ff790000 | 
31232 | 007a0000 | 
31233 | 017a0000 | 
31234 | 027a0000 | RP Avatar (A2)
31235 | 037a0000 | Wonderland Architect
31236 | 047a0000 | RP Avatar (A3)
31237 | 057a0000 | Royale Leo Avatar
31238 | 067a0000 | Ski Avatar
31239 | 077a0000 | RP Avatar (A4)
31240 | 087a0000 | RP Avatar (A5)
31241 | 097a0000 | Colossal Dragon Avatar
31242 | 0a7a0000 | Pekora Avatar
31243 | 0b7a0000 | Pekora Avatar(Valentine)
31244 | 0c7a0000 | LINE FRIENDS Avatar
31245 | 0d7a0000 | RP Avatar (A6)
31246 | 0e7a0000 | Moonlit Lamp Avatar
31247 | 0f7a0000 | Wings of the Undaunted
31248 | 107a0000 | Shadows of the Phantom
31249 | 117a0000 | Unrestrained Power
31250 | 127a0000 | Mechalodon Avatar
31251 | 137a0000 | Interstellar Explorer Avatar
31252 | 147a0000 | Haunted Realm Avatar
31253 | 157a0000 | Snowfield Express Avatar
31254 | 167a0000 | Camel Avatar
31255 | 177a0000 | Advance Avatar
31256 | 187a0000 | Fireworks Avatar
31257 | 197a0000 | Elaphure Avatar
31258 | 1a7a0000 | Snowman Avatar
31259 | 1b7a0000 | Polar Bear Avatar
31260 | 1c7a0000 | SPY×FAMILY Avatar
31261 | 1d7a0000 | Becoming a Legend Avatar Frame
31262 | 1e7a0000 | Legendary Genie Avatar
31263 | 1f7a0000 | Apun Ka Style
31264 | 207a0000 | Legendary Genie Avatar
31265 | 217a0000 | Golden Age Avatar
31266 | 227a0000 | Totem Cat Avatar
31267 | 237a0000 | Stray Dog Avatar
31268 | 247a0000 | RP Avatar (A7)
31269 | 257a0000 | PUBGM X NewJeans Avatar
31270 | 267a0000 | Dragon Ball Super Collaboration Avatar
31271 | 277a0000 | Strider Avatar
31272 | 287a0000 | RP Avatar (A8)
31273 | 297a0000 | Zanmang Loopy Avatar
31274 | 2a7a0000 | CHOONSIK Avatar
31275 | 2b7a0000 | RYAN Avatar
31276 | 2c7a0000 | Sacred Trident Avatar
31277 | 2d7a0000 | RP Avatar (A9)
31278 | 2e7a0000 | Venom: The Last Dance Avatar
31279 | 2f7a0000 | TEKKEN 8 Collaboration Avatar
31280 | 307a0000 | DP Avatar
31281 | 317a0000 | Pmarusama Avatar
31282 | 327a0000 | ZERO Avatar
31283 | 337a0000 | Dracula Avatar
31284 | 347a0000 | RP Avatar (A10)
31285 | 357a0000 | GM's Gift Profile
31286 | 367a0000 | Stylish Snowman Profile
31287 | 377a0000 | Rimuru Avatar
31288 | 387a0000 | レオス・ヴィンセントアイコン
31289 | 397a0000 | 星川サラアイコン
31290 | 3a7a0000 | Frostborne Dragon Avatar
31291 | 3b7a0000 | Panda Avatar
31292 | 3c7a0000 | White Tiger Avatar
31295 | 3f7a0000 | Dynasty Palace Avatar
31300 | 447a0000 | RP Avatar (A11)
31301 | 457a0000 | Rondo Profile
31302 | 467a0000 | Blue Snake Profile
31303 | 477a0000 | Opanchu Avatar
31304 | 487a0000 | Natsuiro Matsuri Avatar
31305 | 497a0000 | RP Avatar (A12)
31306 | 4a7a0000 | 2025 Cherry Blossom Profile
31307 | 4b7a0000 | 2025 Pre-Registration Profile
31308 | 4c7a0000 | Let's Play PUBGM, Friend! Profile
31309 | 4d7a0000 | Icon(Frieren)
31310 | 4e7a0000 | Icon(Himmel)
31311 | 4f7a0000 | Icon(ReGLOSS)
31312 | 507a0000 | Graffiti Man Avatar
31313 | 517a0000 | 404 Avatar
31315 | 537a0000 | RP Avatar (A13)
31316 | 547a0000 | RP Avatar (A14)
31317 | 557a0000 | Mountain Dew Avartar
31318 | 567a0000 | Yuruhuwa Avatar
31319 | 577a0000 | Sakura Miko Avatar
31320 | 587a0000 | Steam Clock Tower Avatar
31321 | 597a0000 | Astral Alliance Avatar
31400 | a87a0000 | Shared Home Avatar
31401 | a97a0000 | Godzilla King of the Monsters Avatar
31403 | ab7a0000 | Astral Starscape Avatar
31404 | ac7a0000 | Colossal Titan Avatar
31405 | ad7a0000 | Optimus Prime Avatar
31406 | ae7a0000 | みこち(SD)アイコン​
31407 | af7a0000 | 35Pアイコン
31408 | b07a0000 | さくらみこコラボKVアイコン​
31409 | b17a0000 | PUBGM X QWER profile
32001 | 017d0000 | Lantern Koi Avatar
32002 | 027d0000 | Meteor Vigil Avatar
32003 | 037d0000 | Gilded Falcon Avatar
32004 | 047d0000 | Deepsea Grace Avatar
35000 | b8880000 | Pan of Gold Avatar
35001 | b9880000 | Cherished Firearm Avatar
35002 | ba880000 | Victory Statue Avatar
35003 | bb880000 | Master Collector Avatar
35004 | bc880000 | Collection System Avatar Placeholder
35005 | bd880000 | Collection System Avatar Placeholder
35006 | be880000 | Collection System Avatar Placeholder
35007 | bf880000 | Collection System Avatar Placeholder
35008 | c0880000 | Collection System Avatar Placeholder
35009 | c1880000 | Collection System Avatar Placeholder
35010 | c2880000 | Collection System Avatar Placeholder
40001 | 419c0000 | Chapter 18 Elite Avatar
40002 | 429c0000 | Chapter 18 Hero Avatar Frame
40003 | 439c0000 | Chapter 18 Legend Name Tag
40004 | 449c0000 | Chapter 19 Elite Avatar
40005 | 459c0000 | Chapter 19 Hero Avatar Frame
40006 | 469c0000 | Chapter 19 Legend Name Tag
40007 | 479c0000 | Chapter 20 Elite Avatar
40008 | 489c0000 | Chapter 20 Hero Avatar Frame
40009 | 499c0000 | Chapter 20 Legend Name Tag
40010 | 4a9c0000 | Chapter 21 Elite Avatar
40011 | 4b9c0000 | Chapter 21 Hero Avatar Frame
40012 | 4c9c0000 | Chapter 21 Legend Name Tag
40013 | 4d9c0000 | Chapter 22 Elite Avatar
40014 | 4e9c0000 | Chapter 22 Hero Avatar Frame
40015 | 4f9c0000 | Chapter 22 Legend Name Tag
40016 | 509c0000 | Chapter 23 Elite Avatar
40017 | 519c0000 | Chapter 23 Hero Avatar Frame
40018 | 529c0000 | Chapter 23 Legend Name Tag
40019 | 539c0000 | Chapter 24 Elite Avatar
40020 | 549c0000 | Chapter 24 Hero Avatar Frame
40021 | 559c0000 | Chapter 24 Legend Name Tag
40022 | 569c0000 | Chapter 25 Elite Avatar
40023 | 579c0000 | Chapter 25 Hero Avatar Frame
40024 | 589c0000 | Chapter 25 Legend Name Tag
40025 | 599c0000 | Chapter 26 Elite Avatar
40026 | 5a9c0000 | Chapter 26 Hero Avatar Frame
40027 | 5b9c0000 | Chapter 26 Legend Name Tag
40028 | 5c9c0000 | Chapter 27 Elite Avatar
40029 | 5d9c0000 | Chapter 27 Hero Avatar Frame
40030 | 5e9c0000 | Chapter 27 Legend Name Tag
41001 | 29a00000 | 
41002 | 2aa00000 | 
41003 | 2ba00000 | 
41004 | 2ca00000 | 
41005 | 2da00000 | 
41006 | 2ea00000 | 
41007 | 2fa00000 | Season 11 Arena Scoreboard
50000 | 50c30000 | 
50001 | 51c30000 | Falcon
50002 | 52c30000 | German Shepherd
50003 | 53c30000 | Buddy Godzilla
50004 | 54c30000 | Buddy Kong
50005 | 55c30000 | Poro
50006 | 56c30000 | Cathy
50007 | 57c30000 | Buddy Tyl Regor
50008 | 58c30000 | Kitten
50009 | 59c30000 | Shiba Inu
50010 | 5ac30000 | Buddy Pen Pen
50011 | 5bc30000 | GB Teddy Bear
50012 | 5cc30000 | Robin Hood Teddy Bear
50013 | 5dc30000 | Sherlock Holmes Teddy Bear
50014 | 5ec30000 | Spirit Kitty
50015 | 5fc30000 | Baron Pumpkin Buddy
50016 | 60c30000 | Fiery Scarecrow Buddy
50017 | 61c30000 | Arctic Wolf
50018 | 62c30000 | Panda Disciple Buddy
50019 | 63c30000 | Drunkfist Panda Buddy
50020 | 64c30000 | Fighter Panda Buddy
50021 | 65c30000 | Lv. 3 Helmet BE@RBRICK Buddy
50022 | 66c30000 | Ghillie Suit BE@RBRICK Buddy
50023 | 67c30000 | Air Drop BE@RBRICK Buddy
50024 | 68c30000 | Underworld Guide BE@RBRICK Buddy
50025 | 69c30000 | Roaming Raptor
50026 | 6ac30000 | Baby Bones
50027 | 6bc30000 | Buddy Karin
50028 | 6cc30000 | Buddy Pilaf
50029 | 6dc30000 | Buddy Pilaf (Kid)
50030 | 6ec30000 | Ghosty Jr. Buddy
50031 | 6fc30000 | Snowrascal Buddy
50032 | 70c30000 | LINE FRIENDS Buddy SALLY
50033 | 71c30000 | Lion Buddy
50034 | 72c30000 | Leopard Buddy
50035 | 73c30000 | Zanmang Loopy Buddy
50036 | 74c30000 | Grizzly Bear Buddy
50037 | 75c30000 | Panda Buddy
50038 | 76c30000 | King Ghidorah Buddy
50039 | 77c30000 | Burning Godzilla Buddy
50040 | 78c30000 | Mini Colossal Titan Buddy
50041 | 79c30000 | Tiger Buddy
60001 | 61ea0000 | C7S20 Casual Crown Avatar
60002 | 62ea0000 | C7S20 Casual Crown Name Tag
60003 | 63ea0000 | C7S20 Casual Ace Avatar Frame
60004 | 64ea0000 | C7S20 Casual Ace Name Tag
60005 | 65ea0000 | C7S20 Dual Ace Avatar Frame
60006 | 66ea0000 | C7S20 Dual Ace Name Tag
60007 | 67ea0000 | C7S21 Casual Crown Avatar
60008 | 68ea0000 | C7S21 Casual Crown Name Tag
60009 | 69ea0000 | C7S21 Casual Ace Avatar Frame
60010 | 6aea0000 | C7S21 Casual Ace Name Tag
60011 | 6bea0000 | C7S21 Dual Ace Avatar Frame
60012 | 6cea0000 | C7S21 Dual Ace Name Tag
60013 | 6dea0000 | C8S22 Casual Crown Avatar
60014 | 6eea0000 | C8S22 Casual Crown Name Tag
60015 | 6fea0000 | C8S22 Casual Ace Avatar Frame
60016 | 70ea0000 | C8S22 Casual Ace Name Tag
60017 | 71ea0000 | C8S22 Dual Ace Avatar Frame
60018 | 72ea0000 | C8S22 Dual Ace Name Tag
60019 | 73ea0000 | C8S23 Casual Crown Avatar
60020 | 74ea0000 | C8S23 Casual Crown Name Tag
60021 | 75ea0000 | C8S23 Casual Ace Avatar Frame
60022 | 76ea0000 | C8S23 Casual Ace Name Tag
60023 | 77ea0000 | C8S23 Dual Ace Avatar Frame
60024 | 78ea0000 | C8S23 Dual Ace Name Tag
60025 | 79ea0000 | C8S24 Casual Crown Avatar
60026 | 7aea0000 | C8S24 Casual Crown Name Tag
60027 | 7bea0000 | C8S24 Casual Ace Avatar Frame
60028 | 7cea0000 | C8S24 Casual Ace Name Tag
60029 | 7dea0000 | C8S24 Dual Ace Avatar Frame
60030 | 7eea0000 | C8S24 Dual Ace Name Tag
60031 | 7fea0000 | C9S25 Casual Crown Avatar
60032 | 80ea0000 | C9S25 Casual Crown Name Tag
60033 | 81ea0000 | C9S25 Casual Ace Avatar Frame
60034 | 82ea0000 | C9S25 Casual Ace Name Tag
60035 | 83ea0000 | C9S25 Dual Ace Avatar Frame
60036 | 84ea0000 | C9S25 Dual Ace Name Tag
61010 | 52ee0000 | Recall Beacon
70001 | 71110100 | Wonder Season S1 Avatar
70002 | 72110100 | Wonder Season S1 Avatar Frame
70003 | 73110100 | Wonder Season S2 Avatar
70004 | 74110100 | Wonder Season S2 Avatar Frame
70005 | 75110100 | Wonder Season S3 Avatar
70006 | 76110100 | Wonder Season S3 Avatar Frame
70007 | 77110100 | Wonder Season S4 Avatar
70008 | 78110100 | Wonder Season S4 Avatar Frame
70009 | 79110100 | Wonder Season S5 Avatar
70010 | 7a110100 | Wonder Season S5 Avatar Frame
70011 | 7b110100 | WOW Arena Challenge Contest Avatar
70012 | 7c110100 | WOW Arena Challenge Contest Avatar Frame
70049 | a1110100 | Default
70050 | a2110100 | Aspiring Creator III - Creation Home Page
70051 | a3110100 | Incentive Program - Creation Home Page
70052 | a4110100 | Creation Contest - Creation Home Page
70053 | a5110100 | 2023 Creator of the Year - Creation Home Page
70054 | a6110100 | 2024 Creator of the Year - Creation Home Page
101001 | 898a0100 | AKM
101002 | 8a8a0100 | M16A4
101003 | 8b8a0100 | SCAR-L
101004 | 8c8a0100 | M416
101005 | 8d8a0100 | Groza
101006 | 8e8a0100 | AUG
101007 | 8f8a0100 | QBZ
101008 | 908a0100 | M762
101009 | 918a0100 | Mk47 Mutant
101010 | 928a0100 | G36C
101011 | 938a0100 | AC-VAL
101012 | 948a0100 | Honey Badger
101100 | ec8a0100 | FAMAS
101101 | ed8a0100 | ASM Abakan
101102 | ee8a0100 | ACE32
101880 | f88d0100 | 
101881 | f98d0100 | 
101882 | fa8d0100 | 
101883 | fb8d0100 | 
101884 | fc8d0100 | 
101885 | fd8d0100 | 
101886 | fe8d0100 | 
101887 | ff8d0100 | 
101888 | 008e0100 | 
101901 | 0d8e0100 | AKM-XT
101903 | 0f8e0100 | SCAR-XT
101908 | 148e0100 | M762-XT
102001 | 718e0100 | UZI
102002 | 728e0100 | UMP45
102003 | 738e0100 | Vector
102004 | 748e0100 | Thompson SMG
102005 | 758e0100 | PP-19 Bizon
102007 | 778e0100 | MP5K
102008 | 788e0100 | JS9
102105 | d98e0100 | P90
102901 | f5910100 | UZI-XT
102903 | f7910100 | Vector-XT
103001 | 59920100 | Kar98K
103002 | 5a920100 | M24
103003 | 5b920100 | AWM
103004 | 5c920100 | SKS
103005 | 5d920100 | VSS
103006 | 5e920100 | Mini14
103007 | 5f920100 | Mk14
103008 | 60920100 | Win94
103009 | 61920100 | SLR
103010 | 62920100 | QBU
103011 | 63920100 | Mosin Nagant Sniper Rifle
103012 | 64920100 | AMR
103100 | bc920100 | Mk12
103101 | bd920100 | TR-2A Air Gun
103102 | be920100 | DSR
103103 | bf920100 | Sniper Rifle
103104 | c0920100 | Sniper Rifle
103105 | c1920100 | SR
103901 | dd950100 | Kar98K
103902 | de950100 | M24-XT
103903 | df950100 | AWM
104001 | 41960100 | S686
104002 | 42960100 | S1897
104003 | 43960100 | S12K
104004 | 44960100 | DBS
104100 | a4960100 | SPAS-12 Shotgun
104101 | a5960100 | M1014
104102 | a6960100 | NS2000
105001 | 299a0100 | M249
105002 | 2a9a0100 | DP-28
105003 | 2b9a0100 | M134
105004 | 2c9a0100 | Flamethrower
105005 | 2d9a0100 | 
105006 | 2e9a0100 | M2 Fixed Machine Gun
105007 | 2f9a0100 | Gatling Fixed Machine Gun
105008 | 309a0100 | Mounted Flamethrower
105009 | 319a0100 | M2 Mounted Machine Gun
105010 | 329a0100 | MG3
105101 | 8d9a0100 | Gatling
105102 | 8e9a0100 | Vehicle SG
105103 | 8f9a0100 | RPG
105104 | 909a0100 | RPG
105105 | 919a0100 | PowPow Machine Gun
105106 | 929a0100 | Tank Cannon
105107 | 939a0100 | Tank Machine Gun
105108 | 949a0100 | Tank Flare Gun
105109 | 959a0100 | 
105110 | 969a0100 | 
105111 | 979a0100 | 
105112 | 989a0100 | 
105113 | 999a0100 | 
105114 | 9a9a0100 | 
105115 | 9b9a0100 | Library Gatling Fixed Machine Gun
105116 | 9c9a0100 | Library Autocannon
105117 | 9d9a0100 | Fighter Jet Missile Launcher
105118 | 9e9a0100 | Fighter Jet Autocannon
106001 | 119e0100 | P92
106002 | 129e0100 | P1911
106003 | 139e0100 | R1895
106004 | 149e0100 | P18C
106005 | 159e0100 | R45
106006 | 169e0100 | Sawed-off
106007 | 179e0100 | Flare Gun
106008 | 189e0100 | Skorpion
106009 | 199e0100 | Flare Gun
106010 | 1a9e0100 | Desert Eagle
106011 | 1b9e0100 | Dual MP7
106012 | 1c9e0100 | Welding Gun
106013 | 1d9e0100 | Stun Gun
106014 | 1e9e0100 | Surprise Flare Gun
106100 | 749e0100 | 
106101 | 759e0100 | Rare Vehicle Flare Gun
106103 | 779e0100 | Flare Gun
106106 | 7a9e0100 | Flare Gun (Empty)
106107 | 7b9e0100 | Respawn Flare Gun
106203 | db9e0100 | Magnet Gun
106908 | 9ca10100 | Vz61-XT
107001 | f9a10100 | Crossbow
107002 | faa10100 | RPG-7
107003 | fba10100 | Riot shield
107004 | fca10100 | Combat Drone
107005 | fda10100 | Panzerfaust
107006 | fea10100 | RPG-7
107007 | ffa10100 | Tactical Crossbow
107008 | 00a20100 | Explosive Bow
107009 | 01a20100 | Explosive Bow
107010 | 02a20100 | M79 Smoke Grenade Launcher
107019 | 0ba20100 | Atlas Gauntlet
107020 | 0ca20100 | Explosive Crossbow
107021 | 0da20100 | Mercury Hammer
107022 | 0ea20100 | Fishbones Rocket Launcher
107031 | 17a20100 | Super Summer Grenade Launcher
107032 | 18a20100 | Super Summer Bazooka
107033 | 19a20100 | Super Summer Machine Gun
107034 | 1aa20100 | Super Color Bazooka
107035 | 1ba20100 | Super Bubble Machine Gun
107036 | 1ca20100 | Snowball Blaster
107037 | 1da20100 | Water Orb Blaster
107038 | 1ea20100 | Ink Blaster
107092 | 54a20100 | MGL
107093 | 55a20100 | M202 Quadruple RPG
107094 | 56a20100 | AT4-A Laser Missile
107095 | 57a20100 | M202 Quadruple RPG
107096 | 58a20100 | M79 Sawed-off
107097 | 59a20100 | M79
107098 | 5aa20100 | MGL
107099 | 5ba20100 | M3E1-A
107901 | 7da50100 | Zombie Piercer
107903 | 7fa50100 | Mounted RPG
107904 | 80a50100 | Helicopter RPG
107911 | 87a50100 | M3E1-B Missile Launcher
108001 | e1a50100 | Machete
108002 | e2a50100 | Crowbar
108003 | e3a50100 | Sickle
108004 | e4a50100 | Pan
108005 | e5a50100 | Dagger
108006 | e6a50100 | Mutation Blade
108007 | e7a50100 | Mutation Gauntlets
108008 | e8a50100 | Shadow Blade
108009 | e9a50100 | Shadow Blade (Blade Ball Use)
108010 | eaa50100 | Golden Pan (Blade Ball Use)
108011 | eba50100 | Platinum Pan (Blade Ball Use)
108012 | eca50100 | Jet Black Pan (Blade Ball Use)
108013 | eda50100 | Trident
108014 | eea50100 | Padel Racket
108015 | efa50100 | Golden Padel Racket
108016 | f0a50100 | Frostsoul Warhammer
108017 | f1a50100 | Standard Reversal Blade
108018 | f2a50100 | Advanced Reversal Blade
108019 | f3a50100 | Reversal Blade
108020 | f4a50100 | Reversal Blade (Lv. 3)
108021 | f5a50100 | Melee Weapon
108022 | f6a50100 | Melee Weapon
108023 | f7a50100 | Web Shooter
108024 | f8a50100 | Grappling Hook
108025 | f9a50100 | Skytether Hook
108030 | fea50100 | Kamehameha
